     -5.0000000000       0.2836621855
     -4.8989898990       0.1855198981
     -4.7979797980       0.0854863525
     -4.6969696970      -0.0154186724
     -4.5959595960      -0.1161665137
     -4.4949494949      -0.2157301108
     -4.3939393939      -0.3130944757
     -4.2929292929      -0.4072670402
     -4.1919191919      -0.4972877744
     -4.0909090909      -0.5822389740
     -3.9898989899      -0.6612546150
     -3.8888888889      -0.7335291830
     -3.7878787879      -0.7983258843
     -3.6868686869      -0.8549841576
     -3.5858585859      -0.9029264074
     -3.4848484848      -0.9416638929
     -3.3838383838      -0.9708017099
     -3.2828282828      -0.9900428168
     -3.1818181818      -0.9991910625
     -3.0808080808      -0.9981531866
     -2.9797979798      -0.9869397695
     -2.8787878788      -0.9656651248
     -2.7777777778      -0.9345461343
     -2.6767676768      -0.8939000363
     -2.5757575758      -0.8441411921
     -2.4747474747      -0.7857768617
     -2.3737373737      -0.7194020326
     -2.2727272727      -0.6456933542
     -2.1717171717      -0.5654022400
     -2.0707070707      -0.4793472071
     -1.9696969697      -0.3884055322
     -1.8686868687      -0.2935043083
     -1.7676767677      -0.1956109934
     -1.6666666667      -0.0957235480
     -1.5656565657       0.0051397385
     -1.4646464646       0.1059506286
     -1.3636363636       0.2056814191
     -1.2626262626       0.3033154173
     -1.1616161616       0.3978573065
     -1.0606060606       0.4883432918
     -0.9595959596       0.5738509257
     -0.8585858586       0.6535085120
     -0.7575757576       0.7265039918
     -0.6565656566       0.7920932223
     -0.5555555556       0.8496075628
     -0.4545454545       0.8984606910
     -0.3535353535       0.9381545799
     -0.2525252525       0.9682845756
     -0.1515151515       0.9885435217
     -0.0505050505       0.9987248910
      0.0505050505       0.9987248910
      0.1515151515       0.9885435217
      0.2525252525       0.9682845756
      0.3535353535       0.9381545799
      0.4545454545       0.8984606910
      0.5555555556       0.8496075628
      0.6565656566       0.7920932223
      0.7575757576       0.7265039918
      0.8585858586       0.6535085120
      0.9595959596       0.5738509257
      1.0606060606       0.4883432918
      1.1616161616       0.3978573065
      1.2626262626       0.3033154173
      1.3636363636       0.2056814191
      1.4646464646       0.1059506286
      1.5656565657       0.0051397385
      1.6666666667      -0.0957235480
      1.7676767677      -0.1956109934
      1.8686868687      -0.2935043083
      1.9696969697      -0.3884055322
      2.0707070707      -0.4793472071
      2.1717171717      -0.5654022400
      2.2727272727      -0.6456933542
      2.3737373737      -0.7194020326
      2.4747474747      -0.7857768617
      2.5757575758      -0.8441411921
      2.6767676768      -0.8939000363
      2.7777777778      -0.9345461343
      2.8787878788      -0.9656651248
      2.9797979798      -0.9869397695
      3.0808080808      -0.9981531866
      3.1818181818      -0.9991910625
      3.2828282828      -0.9900428168
      3.3838383838      -0.9708017099
      3.4848484848      -0.9416638929
      3.5858585859      -0.9029264074
      3.6868686869      -0.8549841576
      3.7878787879      -0.7983258843
      3.8888888889      -0.7335291830
      3.9898989899      -0.6612546150
      4.0909090909      -0.5822389740
      4.1919191919      -0.4972877744
      4.2929292929      -0.4072670402
      4.3939393939      -0.3130944757
      4.4949494949      -0.2157301108
      4.5959595960      -0.1161665137
      4.6969696970      -0.0154186724
      4.7979797980       0.0854863525
      4.8989898990       0.1855198981
      5.0000000000       0.2836621855
