     -5.0000000000       0.9589242747
     -4.8989898990       0.9826405077
     -4.7979797980       0.9963393416
     -4.6969696970       0.9998811252
     -4.5959595960       0.9932297524
     -4.4949494949       0.9764530297
     -4.3939393939       0.9497219853
     -4.2929292929       0.9133091251
     -4.1919191919       0.8675856554
     -4.0909090909       0.8130176979
     -3.9898989899       0.7501615387
     -3.8888888889       0.6796579564
     -3.7878787879       0.6022256906
     -3.6868686869       0.5186541143
     -3.5858585859       0.4297951870
     -3.4848484848       0.3365547693
     -3.3838383838       0.2398833883
     -3.2828282828       0.1407665476
     -3.1818181818       0.0402146810
     -3.0808080808      -0.0607471489
     -2.9797979798      -0.1610897000
     -2.8787878788      -0.2597900434
     -2.7777777778      -0.3558419914
     -2.6767676768      -0.4482663551
     -2.5757575758      -0.5361209265
     -2.4747474747      -0.6185100837
     -2.3737373737      -0.6945939213
     -2.2727272727      -0.7635968127
     -2.1717171717      -0.8248153169
     -2.0707070707      -0.8776253500
     -1.9696969697      -0.9214885471
     -1.8686868687      -0.9559577506
     -1.7676767677      -0.9806815687
     -1.6666666667      -0.9954079578
     -1.5656565657      -0.9999867915
     -1.4646464646      -0.9943713915
     -1.3636363636      -0.9786190034
     -1.2626262626      -0.9528902128
     -1.1616161616      -0.9174473084
     -1.0606060606      -0.8726516082
     -0.9595959596      -0.8189597762
     -0.8585858586      -0.7569191666
     -0.7575757576      -0.6871622442
     -0.6565656566      -0.6104001369
     -0.5555555556      -0.5274153858
     -0.4545454545      -0.4390539680
     -0.3535353535      -0.3462166723
     -0.2525252525      -0.2498499164
     -0.1515151515      -0.1509360984
     -0.0505050505      -0.0504835822
      0.0505050505       0.0504835822
      0.1515151515       0.1509360984
      0.2525252525       0.2498499164
      0.3535353535       0.3462166723
      0.4545454545       0.4390539680
      0.5555555556       0.5274153858
      0.6565656566       0.6104001369
      0.7575757576       0.6871622442
      0.8585858586       0.7569191666
      0.9595959596       0.8189597762
      1.0606060606       0.8726516082
      1.1616161616       0.9174473084
      1.2626262626       0.9528902128
      1.3636363636       0.9786190034
      1.4646464646       0.9943713915
      1.5656565657       0.9999867915
      1.6666666667       0.9954079578
      1.7676767677       0.9806815687
      1.8686868687       0.9559577506
      1.9696969697       0.9214885471
      2.0707070707       0.8776253500
      2.1717171717       0.8248153169
      2.2727272727       0.7635968127
      2.3737373737       0.6945939213
      2.4747474747       0.6185100837
      2.5757575758       0.5361209265
      2.6767676768       0.4482663551
      2.7777777778       0.3558419914
      2.8787878788       0.2597900434
      2.9797979798       0.1610897000
      3.0808080808       0.0607471489
      3.1818181818      -0.0402146810
      3.2828282828      -0.1407665476
      3.3838383838      -0.2398833883
      3.4848484848      -0.3365547693
      3.5858585859      -0.4297951870
      3.6868686869      -0.5186541143
      3.7878787879      -0.6022256906
      3.8888888889      -0.6796579564
      3.9898989899      -0.7501615387
      4.0909090909      -0.8130176979
      4.1919191919      -0.8675856554
      4.2929292929      -0.9133091251
      4.3939393939      -0.9497219853
      4.4949494949      -0.9764530297
      4.5959595960      -0.9932297524
      4.6969696970      -0.9998811252
      4.7979797980      -0.9963393416
      4.8989898990      -0.9826405077
      5.0000000000      -0.9589242747
